Report Number,Category,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2015-205290,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3309267,47.59919975
2015-205816,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.352776,47.70598306
2015-209584,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.4018024,47.68924173
2015-209814,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3773119,47.66190155
2015-209849,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3208917,47.62107587
2015-211200,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3089678,47.59923898
2015-211806,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3127222,47.61966389
2015-211891,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2015-213833,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.354873,47.71959953
2015-215136,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3038704,47.59305764
2015-215222,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3328752,47.60130116
2015-215417,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2680301,47.51985178
2015-215787,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2808217,47.5474204
2015-215965,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3395594,47.60832457
2015-216076,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2015-220261,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2015-220314,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3050296,47.60666716
2015-220492,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2015-220568,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2855255,47.72676695
2015-220899,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2015-222054,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3499817,47.65773819
2015-225435,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-226367,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2680301,47.51985178
2015-226401,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.2717759,47.5541116
2015-226417,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.271247,47.54024971
2015-227032,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3278538,47.61903867
2015-227264,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2015-227440,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH BEACON HILL,-122.2836647,47.53028476
2015-227646,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373204,47.61132124
2015-227851,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3485757,47.65476698
2015-227879,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2877497,47.5504969
2015-227879,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2877497,47.5504969
2015-228302,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,WALLINGFORD,-122.3314457,47.6549379
2015-228571,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3172298,47.60001456
2015-228607,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2717827,47.5303414
2015-228676,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3404498,47.63555138
2015-228726,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,COLUMBIA CITY,-122.2853849,47.55704307
2015-228735,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3165689,47.60001111
2015-229209,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2015-229684,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2968943,47.54377966
2015-229863,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3317076,47.62139263
2015-229884,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-230064,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2015-230711,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3318206,47.69593249
2015-231118,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3693494,47.52103664
2015-231586,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3296815,47.5218684
2015-232415,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3161072,47.61289863
2015-232521,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.361984,47.69063291
2015-232764,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3200441,47.61699899
2015-233281,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3188557,47.62312173
2015-234306,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3377908,47.61505761
2015-235038,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3167817,47.60310004
2015-236636,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3208637,47.61932364
2015-236779,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-237655,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3351198,47.61018167
2015-238792,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-238879,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3038078,47.6730149
2015-239170,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3038078,47.6730149
2015-239672,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CLAREMONT/RAINIER VISTA,-122.2967388,47.56501067
2015-241634,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3521398,47.62457135
2015-241808,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3039461,47.66905294
2015-241808,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3039461,47.66905294
2015-244242,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.4018024,47.68924173
2015-244504,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3038357,47.67669871
2015-244795,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3189794,47.53049824
2015-246521,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3127222,47.61966389
2015-246570,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-246805,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3289131,47.61346582
2015-246915,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3421429,47.71340531
2015-247126,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3387015,47.61074295
2015-247158,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3432712,47.60820692
2015-247327,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3342811,47.60255533
2015-247378,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3240969,47.60484128
2015-248333,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2806324,47.53438955
2015-248901,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3230489,47.62370445
2015-249007,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2985857,47.73199318
2015-249617,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2870928,47.55123229
2015-250093,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3341978,47.58610377
2015-250106,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2015-250591,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2662508,47.50069579
2015-252167,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3076606,47.59999896
2015-252353,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3258576,47.61521675
2015-253209,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3019466,47.58099721
2015-254323,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3343444,47.62544474
2015-255089,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3473794,47.70469723
2015-255723,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3389037,47.60928514
2015-256388,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3188125,47.61524977
2015-256440,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.343703,47.61288656
2015-257124,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MILLER PARK,-122.3088315,47.61850958
2015-257218,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2015-257848,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH DELRIDGE,-122.359148,47.52233507
2015-258053,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GEORGETOWN,-122.3161191,47.54639992
2015-258452,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3231134,47.61215849
2015-259559,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.3720409,47.69666539
2015-259612,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2015-260014,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.258073,47.55061696
2015-261310,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.297005,47.59551924
2015-261835,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2615904,47.51978103
2015-262565,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3234439,47.60412808
2015-262630,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CLAREMONT/RAINIER VISTA,-122.2961282,47.57476789
2015-263049,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2615998,47.49711236
2015-264399,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207895,47.61465549
2015-264823,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3436365,47.61032054
2015-265724,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207714,47.61351951
2015-265737,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3478871,47.615361
2015-266174,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3341917,47.59738019
2015-266537,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2680301,47.51985178
2015-266914,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3125337,47.71513112
2015-267663,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3445435,47.6923816
2015-268110,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3861649,47.67091421
2015-269034,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.3612977,47.5360414
2015-269472,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3539429,47.65212542
2015-270304,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3013839,47.6164795
2015-270905,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2978582,47.6026587
2015-273150,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MORGAN,-122.3885125,47.53736411
2015-273684,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3387015,47.61074295
2015-276261,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3510459,47.61546949
2015-276882,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2849806,47.60233231
2015-277523,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3308075,47.60046424
2015-277638,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3289131,47.61346582
2015-278149,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2967515,47.57152594
2015-278371,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3422397,47.71902916
2015-278632,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3397726,47.60517846
2015-279185,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3315717,47.60087926
2015-279770,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.358697,47.620948
2015-280194,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3130624,47.66566825
2015-280937,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2753798,47.55191294
2015-281778,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MAGNOLIA,-122.3772007,47.65511512
2015-281824,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2764033,47.52331234
2015-281881,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3166363,47.65909623
2015-284161,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3542243,47.61558794
2015-284224,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3063518,47.60167384
2015-284596,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.327894,47.61570576
2015-284887,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.367276,47.51828947
2015-285086,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3530987,47.61388392
2015-285601,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2726431,47.53470884
2015-286749,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2908874,47.61290676
2015-286811,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGHLAND PARK,-122.3467021,47.51822835
2015-287908,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2675582,47.5277077
2015-288905,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.329058,47.5850737
2015-289106,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3294691,47.61323361
2015-289302,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.396882,47.68991607
2015-289408,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3156801,47.59919954
2015-289752,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3322242,47.60088043
2015-289863,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3029095,47.58454187
2015-289888,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207714,47.61351951
2015-290904,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MID BEACON HILL,-122.3161381,47.55345259
2015-291049,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2015-291077,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CLAREMONT/RAINIER VISTA,-122.2933033,47.56364677
2015-291271,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3794655,47.66441113
2015-291279,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2666726,47.53277083
2015-291656,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3295143,47.60405522
2015-291830,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3209152,47.6225585
2015-291830,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3209152,47.6225585
2015-292474,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.316845,47.61468385
2015-292563,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3432623,47.61145275
2015-292883,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3254027,47.60626898
2015-293315,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-293650,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2908653,47.72435412
2015-295207,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3187024,47.60169676
2015-295448,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3504655,47.61336696
2015-297038,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-297792,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3007673,47.60800475
2015-298779,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2736329,47.51961137
2015-298853,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2797481,47.54244287
2015-299867,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3251391,47.60933797
2015-300323,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MID BEACON HILL,-122.3161381,47.55345259
2015-300441,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3808735,47.66794819
2015-300441,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3808735,47.66794819
2015-300476,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3328795,47.60004326
2015-300476,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3328795,47.60004326
2015-301771,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3194468,47.61408516
2015-301904,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2015-301904,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2015-301904,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2015-303131,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2782784,47.55229448
2015-303151,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3396562,47.73123536
2015-303196,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207714,47.61351951
2015-304279,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3294691,47.61323361
2015-304289,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3430526,47.6125019
2015-304701,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3428796,47.60981273
2015-305010,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2015-305540,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3567246,47.62269258
2015-305540,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3567246,47.62269258
2015-305653,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH DELRIDGE,-122.3564596,47.52194987
2015-305777,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3227575,47.61405745
2015-306373,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3448343,47.71354798
2015-307798,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2988502,47.60951366
2015-307856,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3183927,47.6635659
2015-308152,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.30277,47.60800896
2015-308691,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2015-308756,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3421429,47.71340531
2015-310381,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290546,47.58293525
2015-310925,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.2656212,47.53655636
2015-310946,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3201136,47.61408041
2015-313429,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.2669983,47.55555784
2015-314234,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.328459,47.61296907
2015-314777,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3223146,47.5899199
2015-315213,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3305103,47.60188591
2015-315573,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3455921,47.62715256
2015-316232,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.313149,47.66053224
2015-317175,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3415426,47.61278241
2015-317325,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.314238,47.66309964
2015-317508,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3351198,47.61018167
2015-318081,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3042803,47.58197973
2015-318961,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3242179,47.7158636
2015-320813,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3115296,47.59587389
2015-321071,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3167846,47.6134965
2015-321071,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3167846,47.6134965
2015-321079,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.2640284,47.56004953
2015-321438,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3179575,47.63897486
2015-321976,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3401282,47.61062345
2015-322095,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3259884,47.60003149
2015-322470,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3252894,47.61905856
